sample_id,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group
Rab12/002,sangerN405,1,22/12/2016,APHA,,,Sanger,,Unknown,NA,Unknown,SangerPCR,NA,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | TVLA;APHA,sequencing,1,east_africa
SD1504,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD151Rab21/11)1672,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | CVL;APHA,sequencing,1,east_africa
SD155(Rab25/11)1676,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq4;nextseq_dec14,15068608,20740,237,NA,NA,NA,NA,NA,NA,NA,NA,KR534231,0,NA, | APHA;CVL,sequencing,3,east_africa
SD158(Rab28/11)1679,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq4;nextseq_dec14,13995380,19366,215,NA,NA,NA,NA,NA,NA,NA,NA,KR534232,0,NA, | APHA;CVL,sequencing,3,east_africa
SD1604,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD167/NYBSRTO211,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD1704,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD171,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD172,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD175/RNBSDC0411,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq6;miseq7,225706,11650,195.7077388,108.4398098,172,5,690,11914,11914,11848,9924,KY210227,99.92451564,NA, | APHA,sequencing,3,east_africa
SD175/RNBSDC0411.sg,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD176/NYMSDC0411,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD176/NYMSDC0411.sg,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD177/KWTSDC0511,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD178/NYCSDC0411,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD179/RBRSDC0411,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq_test;nextseq_dec14,17707815,1007,9,NA,NA,NA,NA,NA,NA,NA,NA,KY210228,0,NA, | APHA,sequencing,3,east_africa
SD1804,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD183/RNBSDC0411,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD186/KBCSDC0611,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD187/MNASDC0411,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD188/NYBSDC0611,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD1904/SD17,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD197/NKTSDC0711,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD198/GESSDC0711,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD200/MUGSDC0711,,4,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq2;miseq7;nextseq_dec14,20693938,21557,221,NA,NA,NA,NA,NA,NA,NA,NA,KY210239,0,NA, | APHA,sequencing,4,east_africa
SD2004/SD18,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD206/RCGSDC0811,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD2104/SD19,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD216/NMTSDC0911,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq2;nextseq_dec14,19197193,20664,206,NA,NA,NA,NA,NA,NA,NA,NA,KR534251,0,NA, | APHA,sequencing,3,east_africa
SD220/BTGSDC0911,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq2;miseq7,605575,2442,43.68599966,18.66981795,41,0,109,11854,11816,11274,88,KR906775,99.10257486,NA, | APHA,sequencing,3,east_africa
SD2204/SD20,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD226/NYMSDC1011,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD228/NYBSDC0911,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD229/MSGSDC1011,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA;NOT RECEIVED,sequencing,1,east_africa
SD23/J,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD2304/SD21,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD231/BNGSDC1111,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD233,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq1;nextseq_dec14,18376860,50860,496,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD237,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD239,,2,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KR906791,0,NA, | APHA,sequencing,2,east_africa
SD239,,3,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,3,east_africa
SD24/T,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD24/T.s,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD241,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD242,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD243,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD244,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD246,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,No record of real-time | APHA,sequencing,1,east_africa
SD247,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD249,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD25,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD258,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq5;nextseq_dec14,17549986,11210,109,NA,NA,NA,NA,NA,NA,NA,NA,KY210286,0,NA, | APHA,sequencing,3,east_africa
SD259,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD26,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD26/A,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
sd262,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,No note of RT or hmPCR: possibly a missing sample | APHA,sequencing,1,east_africa
SD263,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,No note of RT or hmPCR: possibly a missing sample | APHA,sequencing,1,east_africa
SD264,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD266,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD267,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD268,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD27,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD27/G,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD272,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD278,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq1;nextseq_dec14,18115513,68797,761,NA,NA,NA,NA,NA,NA,NA,NA,KY210290,0,NA, | APHA,sequencing,3,east_africa
SD28,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD28/SD29,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | CDC,sequencing,1,east_africa
SD283,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq6;nextseq_dec14,15519701,7634,81,NA,NA,NA,NA,NA,NA,NA,NA,KY210293,0,NA, | APHA,sequencing,3,east_africa
SD284,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,nextseq_dec14;polyomics16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,"Possible taqman 35.83 (26.02.13)

Repeat: Neg  taqman (28.02.13) | APHA",sequencing,3,east_africa
SD286A,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,nextseq_dec14;polyomics16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD290,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq6;nextseq_dec14,16181484,10504,105,NA,NA,NA,NA,NA,NA,NA,NA,KR906784,0,NA, | APHA,sequencing,3,east_africa
SD294,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq6;deepSeq14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD295,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq1;deepSeq14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD296,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq6;deepSeq14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD298,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD299,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD30,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD300,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq6;nextseq_dec14,14589139,11715,118,NA,NA,NA,NA,NA,NA,NA,NA,KR906789,0,NA, | APHA,sequencing,3,east_africa
SD306,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD309B,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD31,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD310,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD311,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD313,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD314,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq6;nextseq_dec14,15216797,10232,110,NA,NA,NA,NA,NA,NA,NA,NA,KY210305,0,NA, | APHA,sequencing,3,east_africa
SD315,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD316,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD317,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq7;nextseq_dec14,16819682,13702,135,NA,NA,NA,NA,NA,NA,NA,NA,KY210306,0,NA, | APHA,sequencing,3,east_africa
SD318,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD319,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD32,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD320B,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq7;nextseq_dec14,14910632,4003,42,NA,NA,NA,NA,NA,NA,NA,NA,KY210309,0,NA, | APHA,sequencing,3,east_africa
SD321,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD322,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | MISSING?,sequencing,1,east_africa
SD323,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,nextseq_dec14;polyomics16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD324,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD328,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD33,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD330,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD332,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | MISSING?,sequencing,1,east_africa
SD333/357-possibleconfusiononwhichsamplesenttoVLA,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD336,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,nextseq_dec14;polyomics16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD337A,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD337B,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD338A,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,nextseq_dec14;polyomics16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD338B,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD340,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD344,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD346,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD347,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD34RV290(2496),,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,miseq3;polyomics16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD35,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD350,,3,NA,,,,Illumina,,Unknown,NA,Unknown,Metagenomic,,Pass,Merged,nextseq_dec14;polyomics16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,3,east_africa
SD354,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD356,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD36/B,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD363,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | MISSING?,sequencing,1,east_africa
SD365,,1,07/11/2014,,,,Nanopore,,Unknown,NA,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD369,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
SD37,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | ,sequencing,1,east_africa
SD371,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | APHA,sequencing,1,east_africa
