sample_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,negative_control_sample,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
Z-24-142,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-24-142,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run9,1,22-Oct-24,RITM,,,Nanopore,rabvSEasia,Minion,FAU43101,,Amplicon,barcode41,,Single_run,,6172,5757,320.3242541,264.8312995,285,0,1722,11890,11809,11672,10887,No,NA,11593,Z-24-142__rabv_4b_2025_r10_run4__instance1.fasta,,0
Z-25-021,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-25-021,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run4,1,24-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode57,,Single_run,,7692,7229,273.5600905,281.5470382,156,0,1264,11692,11246,10633,7517,No,NA,10368,Z-25-021__rabv_4b_2025_r10_run4__instance1.fasta,,0
Z-98-134,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-134,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode19,,Single_run,,99573,99573,3171.780925,3467.455671,2125,0,17219,10868,10562,10544,10052,No,NA,9939,Z-98-134__run1_22__instance1.fasta,,2
Z-98-206,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-206,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode20,,Single_run,,98229,98229,3112.563359,3379.492518,2161.5,0,14788,10489,9886,9849,9371,No,NA,9393,Z-98-206__run1_22__instance1.fasta,,2
Z-98-285,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-285,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode21,,Single_run,,115634,115634,3745.709185,3485.004107,3063,0,13939,11774,11594,11359,10723,No,NA,11192,Z-98-285__run1_22__instance1.fasta,,2
Z-98-286,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-286,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode22,,Single_run,,96997,96997,3137.291485,2533.869213,2996,0,10227,11897,11693,11189,11043,No,NA,10994,Z-98-286__run1_22__instance1.fasta,,2
Z-98-335,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-335,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode23,,Single_run,,105089,105089,3364.836574,3769.293523,1558,0,14722,10674,10509,9867,8846,No,NA,9468,Z-98-335__run1_22__instance1.fasta,,2
Z-98-433,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-433,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode32,,Single_run,,71543,71543,2322.939071,1323.952858,2136,0,5876,11700,11693,11688,11474,No,NA,11595,Z-98-433__run2_22__instance1.fasta,,2
Z-98-454,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-454,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode31,,Single_run,,27733,27733,1010.590764,629.6269856,1002.5,0,2885,11700,11685,11684,11347,No,NA,11531,Z-98-454__run2_22__instance1.fasta,,2
Z-98-515,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-515,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode30,,Single_run,,95114,95114,3073.127221,1874.358892,2872,0,8412,11893,11884,11676,11474,No,NA,11588,Z-98-515__run2_22__instance1.fasta,,2
Z-98-616,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-616,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode29,,Single_run,,75651,75651,2456.209269,1387.117874,2276.5,0,6436,11890,11848,11676,11472,No,NA,11584,Z-98-616__run2_22__instance1.fasta,,2
Z-98-667,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-667,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode28,,Single_run,,59506,59506,1893.338837,1973.362469,1417,0,7806,11514,10870,10472,9833,No,NA,10019,Z-98-667__run2_22__instance1.fasta,,2
Z-98-712,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-712,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode27,,Single_run,,84092,84092,2659.54995,2890.904085,1383,0,11287,11198,10685,10379,9683,No,NA,10016,Z-98-712__run2_22__instance1.fasta,,2
Z-98-718,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-718,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode26,,Single_run,,73847,73847,2330.783859,2347.362951,1882,0,9434,11527,11504,11171,9959,No,NA,10887,Z-98-718__run2_22__instance1.fasta,,2
Z-98-780,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-780,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode80,,Single_run,,79437,79437,2463.815035,2539.790252,1690,0,10978,11389,11194,11181,10217,No,NA,10989,Z-98-780__run4_22__instance1.fasta,,2
Z-98-823,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-823,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode25,,Single_run,,95086,95086,3078.199464,2162.724081,2958,0,9188,11886,11670,11227,10834,No,NA,10618,Z-98-823__run2_22__instance1.fasta,,2
Z-98-838,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-838,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode33,,Single_run,,77229,77229,2512.772377,2151.798202,2016,0,8665,11374,11334,11218,10688,No,NA,10841,Z-98-838__run2_22__instance1.fasta,,2
Z-98-860,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-860,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode34,,Single_run,,60807,60807,1955.738602,1618.272786,1987,0,6553,11705,11489,11190,10714,No,NA,10820,Z-98-860__run2_22__instance1.fasta,,2
Z-98-1061,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-98-1061,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode35,,Single_run,,66383,66383,2307.390295,1475.284136,2205,0,6537,11899,11700,11687,11187,No,NA,11509,Z-98-1061__run2_22__instance1.fasta,,2
Z0083175,,,east_africa,2,2,,,,1,None,Kenya,,,,0,,,Positive,UNITID,DRIT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083175,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,2,0,,,56200,56200,1686.744527,2932.291112,91,0,15892,11630,11102,9346,5835,,OR920283,7466,Z0083175.fasta,,2
Z0083186,,,east_africa,20,20,,,,1,None,Kenya,,,,0,,,Positive,UNITID,DRIT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083186,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,20,0,,,5062,5062,149.2120272,162.5816574,92,0,1052,11752,11420,10053,5618,,OR920349,7475,Z0083186.fasta,,2
Z0083192,,,east_africa,21,21,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083192,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,44,0,,,42511,42511,1474.477061,1504.438153,1112,0,8809,11807,11744,11538,11071,,OR045951,11115,Z0083192.fasta,,2
Z0083195,,,east_africa,7,7,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083195,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,7,,,,,,,,,,,,,,,,,,Z0083195.fasta,,2
Z0083197,,,east_africa,15,15,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083197,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,15,0,,,50118,50118,1740.622075,1948.224693,1125,0,10385,11769,11743,11741,11697,,OR920311,11675,Z0083197.fasta,,2
Z0083198,,,east_africa,6,6,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083198,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,6,0,,,75712,75712,2847.866225,2324.315242,2351,0,14431,11839,11774,11747,11740,,OR920233,11677,Z0083198.fasta,,2
Z0083200,,,east_africa,8,8,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083200,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,20,0,,,77046,77046,3047.19215,2466.441894,2603,0,15029,11823,11752,11743,11738,,OR920214,11676,Z0083200.fasta,,2
Z0083201,,,east_africa,2,2,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083201,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,2,0,,,73981,73981,2998.197182,2239.379786,2415,0,12507,11858,11853,11742,11739,,OR920266,11682,Z0083201.fasta,,2
Z0083202,,,east_africa,37,37,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083202,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,72,0,,,13966,13966,460.4018284,556.3906327,234,0,2625,11542,11292,10700,7985,,OR920338,10056,Z0083202.fasta,,2
Z0083203,,,east_africa,20,20,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083203,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,43,0,,,62244,62244,2294.824373,2130.556041,1771,0,10040,11765,11541,11528,11406,,OR920246,11402,Z0083203.fasta,,2
Z0083204,,,east_africa,4,4,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083204,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,10,0,,,38312,38312,1418.928206,1257.006647,1237,0,8082,11827,11724,11629,11060,,OR045952,11405,Z0083204.fasta,,2
Z0083205,,,east_africa,9,9,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083205,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,9,0,,,65327,65327,2391.798121,2450.984634,1878,0,13612,11813,11757,11743,11464,,OR920242,11676,Z0083205.fasta,,2
Z0083214,,,east_africa,10,10,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083214,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,10,0,,,66046,66046,2500.750902,2459.075139,1987,0,13572,11764,11744,11680,11352,,OR920205,11659,Z0083214.fasta,,2
Z0083215,,,east_africa,35,35,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083215,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,70,0,,,42169,42169,1645.62803,1263.993688,1374,0,6402,11838,11749,11741,11583,,OR920285,11677,Z0083215.fasta,,2
Z0083216,,,east_africa,9,9,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083216,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,21,0,,,62491,62491,3638.181917,3500.925738,2387,0,17790,11765,11744,11741,11739,,OR045953,11655,Z0083216.fasta,,2
Z0083218,,,east_africa,11,11,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083218,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,23,0,,,60804,60804,4395.069026,4961.778663,1771,0,20665,11862,11743,11740,11739,,OR920281,11667,Z0083218.fasta,,2
Z0083219,,,east_africa,20,20,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083219,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,20,0,,,14998,14998,497.0286002,689.2905208,247,0,4045,11640,11074,10230,7334,,OR920258,8934,Z0083219.fasta,,2
Z0083220,,,east_africa,7,7,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083220,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,19,0,,,112817,112817,4188.86438,3914.995533,3233,0,24608,11793,11747,11742,11582,,OR920265,11656,Z0083220.fasta,,2
Z0083221,,,east_africa,1,1,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083221,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,7,0,,,34164,34164,1356.606559,1119.090259,1265,0,6815,11761,11743,11740,11495,,OR920219,11638,Z0083221.fasta,,2
Z0083222,,,east_africa,3,3,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083222,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,9,0,,,49951,49951,1996.438313,1513.121953,1570,0,8851,11859,11812,11741,11534,,OR920211,11660,Z0083222.fasta,,2
Z0083223,,,east_africa,19,19,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083223,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,19,0,,,87556,87556,3811.667617,3132.996394,3097,0,19035,11760,11745,11742,11740,,OR045954,11672,Z0083223.fasta,,2
Z0083224,,,east_africa,5,5,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083224,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,5,0,,,83105,83105,3120.262853,2742.747377,2355,0,16109,11825,11748,11743,11491,,OR920259,11662,Z0083224.fasta,,2
Z0083225,,,east_africa,16,16,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083225,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,16,0,,,30501,30501,1056.539713,1022.120481,756,0,5593,11753,11741,11431,10909,,OR920344,11124,Z0083225.fasta,,2
Z0083226,,,east_africa,8,8,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083226,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,8,0,,,70030,70030,2652.69303,2249.911844,2172,0,13096,11828,11747,11742,11316,,OR045955,11674,Z0083226.fasta,,2
Z0083227,,,east_africa,4,4,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083227,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,4,0,,,52024,52024,2292.143085,1721.89364,1960,0,10193,11757,11745,11741,11739,,OR920238,11678,Z0083227.fasta,,2
Z0083228,,,east_africa,10,10,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083228,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,22,0,,,52040,52040,1981.948587,1660.8201,1557,0,10499,11751,11743,11741,11577,,OR920261,11653,Z0083228.fasta,,2
Z0083229,,,east_africa,3,3,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083229,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,3,0,,,58852,58852,2911.725321,2708.798874,2164,0,15401,11747,11744,11741,11739,,OR920291,11657,Z0083229.fasta,,2
Z0083231,,,east_africa,2,2,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083231,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,8,0,,,47019,47019,2506.456009,2383.760248,1598,0,12922,11760,11743,11741,11736,,OR920278,11650,Z0083231.fasta,,2
Z0083233,,,east_africa,17,17,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083233,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,17,0,,,87787,87787,4387.381028,4216.512963,3145,0,25025,11823,11743,11742,11573,,OR045956,11661,Z0083233.fasta,,2
Z0083234,,,east_africa,38,38,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083234,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,79,0,,,89182,89182,3055.738321,3259.058075,1920,0,20050,11775,11745,11743,11741,,OR920267,11675,,,2
Z0083235,,,east_africa,36,36,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083235,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,71,0,,,34286,34286,1240.498113,1098.53229,912,0,6588,11787,11746,11672,11499,,OR920227,11381,Z0083235.fasta,,2
Z0083236,,,east_africa,26,26,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083236,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,55,0,,,70669,70669,2409.931058,2697.734643,1567,0,15571,11782,11746,11709,11530,,OR920235,11619,Z0083236.fasta,,2
Z0083237,,,east_africa,25,25,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083237,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,48,0,,,21737,21737,1781.483016,2118.628185,724,0,8001,11780,11741,11538,8521,,OR920286,11413,Z0083237.fasta,,2
Z0083239,,,east_africa,12,12,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083239,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,12,0,,,42946,42946,1570.513042,1731.203179,1133,0,9754,11783,11753,11742,11394,,OR920255,11673,Z0083239.fasta,,2
Z0083240,,,east_africa,10,10,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083240,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,UNITID_31_01_2022,1,31/01/2022,,MinIon,,0,,,FAM96911,,,10,0,,,9925,9925,608.4056026,409.044282,491,0,2059,11851,11742,11740,11738,,OR045957,11684,,,2
Z0083243,,,east_africa,15,15,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083243,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,UNITID_31_01_2022,1,31/01/2022,,MinIon,,0,,,FAM96911,,,15,0,,,11371,11371,695.8333473,590.0007043,468,0,3240,11745,11741,11740,11531,,OR045958,11684,,,2
Z00832441,,,east_africa,40,40,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z00832441,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,81,0,,,34482,34482,3423.816238,4684.208942,510,0,15563,11748,10957,10094,8888,,OR920343,10067,Z00832441.fasta,,2
Z00832442,,,east_africa,39,39,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z00832442,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,80,0,,,72960,72960,2617.984148,2854.342794,1802,0,16939,11846,11746,11743,11629,,OR920342,11668,Z00832442.fasta,,2
Z00832443,,,east_africa,41,41,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z00832443,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,82,0,,,53036,53036,2008.044955,1808.518636,1557,0,10676,11756,11744,11610,11297,,OR045961,11415,Z00832443.fasta,,2
Z0083245,,,east_africa,29,29,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0083245,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,58,0,,,56099,56099,2116.354609,1862.539892,1684,0,10990,11809,11748,11736,11488,,OR920221,11635,Z0083245.fasta,,2
